cnt,pr
1590,0.9990881242266494
1591,0.9820091955956364
1597,0.999817558287517
1598,0.9912802384405947
1600,0.9552358099134111
1601,0.9817404686943394
1603,0.9554101165712019
1605,0.9813822805469048
1611,0.9730023772818716
1614,0.9907377848260441
1615,0.9730023772818716
1619,0.9823676125565969
1624,0.999817558287517
1627,0.9909185697068327
1629,0.9907377848260441
1630,0.9817404686943394
1631,0.9996351498600125
1632,0.9996351498600125
1635,0.9914611223056083
1636,0.999817558287517
1637,0.991099387576343
1642,0.9905570329279588
1647,0.991099387576343
1649,0.9817404686943394
1650,0.9817404686943394
1651,0.9909185697068327
1657,0.999817558287517
1661,0.9912802384405947
1662,0.9909185697068327
1669,0.9902859669102366
1671,0.9996351498600125
1674,0.991099387576343
1676,0.9992704328356495
1681,0.9912802384405947
1683,0.9907377848260441
1686,0.9996351498600125
1689,0.9822779960542021
1690,0.9813822805469048
1692,0.999817558287517
1695,0.999817558287517
1703,0.9820987875744676
1705,0.999817558287517
1707,0.999817558287517
1710,0.9820987875744676
1711,0.9912802384405947
1712,0.9909185697068327
1713,0.9996351498600125
1718,0.9903763140065593
1720,0.999817558287517
1721,0.9901956280558294
1724,0.9909185697068327
1725,0.999817558287517
1726,0.999817558287517
1728,0.999817558287517
1733,0.9996351498600125
1736,0.9909185697068327
1739,0.9910089745176214
1740,0.9820987875744676
1741,0.9996351498600125
1742,0.991099387576343
1745,0.9909185697068327
1746,0.9905570329279588
1747,0.9905570329279588
1749,0.9994527747114138
1753,0.9907377848260441
1757,0.999817558287517
1759,0.9903763140065593
1761,0.999817558287517
1762,0.9912802384405947
1765,0.9912802384405947
1769,0.999817558287517
1771,0.9996351498600125
1776,0.9731799258941058
1777,0.9909185697068327
1780,0.9909185697068327
1784,0.999817558287517
1786,0.999817558287517
1787,0.9819196117898349
1788,0.9907377848260441
1792,0.9817404686943394
1797,0.9994527747114138
1798,0.999817558287517
1804,0.9909185697068327
1806,0.9996351498600125
1809,0.9821883877270742
1810,0.999817558287517
1812,0.9817404686943394
1815,0.9996351498600125
1818,0.9994527747114138
1821,0.9819196117898349
1823,0.9813822805469048
1827,0.999817558287517
1828,0.9726473772283121
1829,0.9909185697068327
1831,0.9909185697068327
1834,0.9730023772818716
1836,0.9819196117898349
1839,0.999817558287517
1841,0.999817558287517
1846,0.9909185697068327
1848,0.9909185697068327
1849,0.999817558287517
1855,0.9726473772283121
1860,0.9909185697068327
1861,0.9909185697068327
1864,0.9912802384405947
1866,0.9992704328356495
1869,0.9997263499135219
1870,0.9909185697068327
1872,0.999817558287517
1875,0.9909185697068327
1877,0.9641661240175001
1881,0.9909185697068327
1883,0.9996351498600125
1886,0.9909185697068327
1889,0.9904666693455494
1890,0.9907377848260441
1891,0.9737127661435588
1892,0.9731799258941058
1894,0.999817558287517
1896,0.9999087749827567
1898,0.9818300361563178
1899,0.991099387576343
1901,0.999817558287517
1903,0.9909185697068327
1909,0.9909185697068327
1912,0.999817558287517
1913,0.999817558287517
1915,0.9909185697068327
1916,0.999817558287517
1918,0.9728248610619102
1919,0.9912802384405947
1923,0.991099387576343
1926,0.9909185697068327
1932,0.9994527747114138
1936,0.9822779960542021
1937,0.999817558287517
1938,0.9820987875744676
1940,0.9812032354830413
1947,0.9909185697068327
1948,0.999817558287517
1950,0.9728248610619102
1955,0.9819196117898349
1957,0.9819196117898349
1961,0.9909185697068327
1962,0.9909185697068327
1964,0.9992704328356495
1965,0.9813822805469048
1968,0.9909185697068327
1969,0.973535120319037
1971,0.999817558287517
1973,0.991099387576343
1977,0.999817558287517
1978,0.9996351498600125
1979,0.9819196117898349
1982,0.9737127661435588
1983,0.9909185697068327
1991,0.9907377848260441
1992,0.9905570329279588
1998,0.9996351498600125
2001,0.9909185697068327
2003,0.9912802384405947
2005,0.9907377848260441
2006,0.9992704328356495
2008,0.9907377848260441
2010,0.9994527747114138
2011,0.9907377848260441
2013,0.9907377848260441
2017,0.9905570329279588
2020,0.9907377848260441
2024,0.999817558287517
2026,0.9905570329279588
2028,0.9815613582820168
2034,0.9909185697068327
2036,0.999817558287517
2037,0.9909185697068327
2040,0.9822779960542021
2041,0.999817558287517
2042,0.9909185697068327
2044,0.9996351498600125
2050,0.9912802384405947
2051,0.991099387576343
2052,0.9996351498600125
2053,0.9819196117898349
2055,0.9907377848260441
2056,0.9731799258941058
2058,0.9994527747114138
2062,0.9819196117898349
2067,0.9815613582820168
2072,0.9996351498600125
2074,0.991099387576343
2075,0.9907377848260441
2076,0.9907377848260441
2079,0.9912802384405947
2082,0.9903763140065593
2089,0.991642039177406
2090,0.9996351498600125
2093,0.9907377848260441
2095,0.9909185697068327
2096,0.9819196117898349
2101,0.9909185697068327
2105,0.9996351498600125
2108,0.9907377848260441
2109,0.991099387576343
2112,0.999817558287517
2113,0.9914611223056083
2116,0.9903763140065593
2117,0.9905570329279588
2119,0.9909185697068327
2122,0.9822779960542021
2124,0.999817558287517
2127,0.9996351498600125
2129,0.9639902198987162
2131,0.9905570329279588
2136,0.9911898088837499
2138,0.991099387576343
2143,0.9812032354830413
2147,0.9646940289859094
2152,0.9730023772818716
2153,0.9909185697068327
2157,0.9909185697068327
2158,0.9912802384405947
2159,0.9907377848260441
2160,0.9909185697068327
2161,0.9996351498600125
2163,0.9907377848260441
2164,0.9909185697068327
2174,0.999817558287517
2176,0.9726473772283121
2177,0.9990881242266494
2179,0.9905570329279588
2180,0.991642039177406
2186,0.9819196117898349
2187,0.9905570329279588
2188,0.9996351498600125
2189,0.9909185697068327
2190,0.9912802384405947
2191,0.999817558287517
2192,0.9907377848260441
2199,0.999817558287517
2201,0.9914611223056083
2202,0.9901956280558294
2204,0.9909185697068327
2207,0.9907377848260441
2208,0.9726473772283121
2210,0.9909185697068327
2212,0.991099387576343
2213,0.9909185697068327
2218,0.9909185697068327
2219,0.9909185697068327
2220,0.991099387576343
2222,0.9994527747114138
2224,0.999817558287517
2225,0.9817404686943394
2227,0.991099387576343
2229,0.9909185697068327
2235,0.9909185697068327
2239,0.9905570329279588
2240,0.9824572372350046
2241,0.9900149750697537
2243,0.9907377848260441
2247,0.999817558287517
2248,0.9912802384405947
2249,0.999817558287517
2250,0.9819196117898349
2253,0.9992704328356495
2260,0.9818300361563178
2261,0.9639902198987162
2264,0.9909185697068327
2266,0.999817558287517
2267,0.999817558287517
2268,0.9994527747114138
2271,0.9909185697068327
2272,0.9996351498600125
2275,0.999817558287517
2276,0.9819196117898349
2280,0.9996351498600125
2283,0.9912802384405947
2287,0.9909185697068327
2289,0.9909185697068327
2290,0.999817558287517
2291,0.9822779960542021
2292,0.999817558287517
2293,0.991642039177406
2298,0.991642039177406
2302,0.9992704328356495
2305,0.9907377848260441
2306,0.9996351498600125
2307,0.9996351498600125
2309,0.9909185697068327
2312,0.9909185697068327
2314,0.991099387576343
2319,0.9822779960542021
2321,0.9907377848260441
2326,0.991099387576343
2327,0.972736115097185
2328,0.9994527747114138
2329,0.9907377848260441
2335,0.9907377848260441
2336,0.9909185697068327
2339,0.991099387576343
2344,0.9898646504437112
2347,0.989074079059083
2348,0.9900623920056583
2354,0.9898646504437112
2355,0.970482462775984
2356,0.9900623920056583
2358,0.9710641879338222
2363,0.9802235400639656
2368,0.9800277635801454
2370,0.990260173069698
2372,0.9900623920056583
2373,0.9898646504437112
2374,0.9906558537356227
2377,0.9998002736357388
2378,0.9992013338548115
2380,0.9896669483759674
2387,0.9710641879338222
2389,0.9900623920056583
2393,0.9998002736357388
2399,0.9699010861060866
2401,0.970482462775984
2404,0.9898646504437112
2406,0.9898646504437112
2409,0.9906558537356227
2410,0.990457993643722
2411,0.9800277635801454
2414,0.9898646504437112
2415,0.9896669483759674
2416,0.9997004254130889
2417,0.9998002736357388
2423,0.999400940571111
2426,0.9798320261980505
2427,0.9898646504437112
2432,0.9998002736357388
2433,0.9998002736357388
2435,0.9906558537356227
2436,0.9998002736357388
2437,0.9606462837775014
2445,0.9906558537356227
2449,0.9510997575880994
2452,0.9998002736357388
2454,0.9998002736357388
2458,0.9706763324307348
2459,0.9898646504437112
2461,0.9796363279098713
2465,0.9900623920056583
2468,0.9802235400639656
2474,0.9898646504437112
2476,0.9900623920056583
2477,0.9702886318421144
2482,0.9996005871620982
2484,0.9706763324307348
2487,0.9803214429714637
2489,0.9900623920056583
2492,0.9998002736357388
2496,0.9900623920056583
2497,0.9998002736357388
2498,0.9996005871620982
2501,0.9707732817808579
2502,0.9802235400639656
2504,0.990260173069698
2506,0.9906558537356227
2508,0.9710641879338222
2509,0.9900623920056583
2510,0.9798320261980505
2514,0.999400940571111
2515,0.9996005871620982
2516,0.9812030092823933
2518,0.990260173069698
2521,0.9998002736357388
2523,0.9996005871620982
2528,0.9900623920056583
2529,0.999400940571111
2530,0.9996005871620982
2531,0.9896669483759674
2538,0.990457993643722
2541,0.9997004254130889
2542,0.9796363279098713
2543,0.9900623920056583
2544,0.9806152103680285
2546,0.9796363279098713
2550,0.980811104203898
2552,0.9998002736357388
2554,0.9700948396213926
2559,0.990260173069698
2561,0.9998002736357388
2563,0.9800277635801454
2564,0.9898646504437112
2567,0.9896669483759674
2568,0.9802235400639656
2569,0.9998002736357388
2573,0.9802235400639656
2574,0.9998002736357388
2575,0.9898646504437112
2576,0.9806152103680285
2577,0.9906558537356227
2581,0.9900623920056583
2582,0.9798320261980505
2585,0.990260173069698
2586,0.9900623920056583
2589,0.9996005871620982
2590,0.9898646504437112
2591,0.9900623920056583
2597,0.9900623920056583
2602,0.9802235400639656
2603,0.9900623920056583
2604,0.9992013338548115
2606,0.9996005871620982
2607,0.9900623920056583
2608,0.990260173069698
2610,0.9806152103680285
2611,0.9800277635801454
2614,0.9896669483759674
2615,0.990260173069698
2618,0.9998002736357388
2621,0.9894692857945387
2622,0.999400940571111
2630,0.9900623920056583
2631,0.9896669483759674
2632,0.9996005871620982
2639,0.9894692857945387
2641,0.990260173069698
2644,0.9998002736357388
2649,0.9804193556573224
2655,0.9798320261980505
2656,0.9798320261980505
2660,0.990260173069698
2663,0.990457993643722
2664,0.9998002736357388
2666,0.990260173069698
2667,0.9996005871620982
2671,0.9996005871620982
2673,0.9798320261980505
2678,0.9804193556573224
2680,0.9996005871620982
2682,0.9898646504437112
2683,0.9998002736357388
2685,0.990457993643722
2688,0.990260173069698
2689,0.9996005871620982
2690,0.9999001318310439
2696,0.9899635162874162
2697,0.990457993643722
2706,0.9806152103680285
2709,0.980811104203898
2713,0.999400940571111
2714,0.9998002736357388
2716,0.9802235400639656
2717,0.9998002736357388
2719,0.9898646504437112
2720,0.9796363279098713
2724,0.990260173069698
2735,0.9802235400639656
2737,0.9610301315496528
2738,0.9998002736357388
2742,0.9998002736357388
2743,0.990260173069698
2745,0.9898646504437112
2746,0.970482462775984
2747,0.9900623920056583
2750,0.990260173069698
2751,0.9996005871620982
2758,0.990260173069698
2759,0.9894692857945387
2761,0.9998002736357388
2765,0.9992013338548115
2766,0.999400940571111
2767,0.9800277635801454
2768,0.9802235400639656
2770,0.990260173069698
2772,0.9998002736357388
2777,0.9804193556573224
2780,0.9800277635801454
2781,0.9898646504437112
2784,0.9900623920056583
2786,0.9996005871620982
2788,0.9900623920056583
2793,0.9898646504437112
2794,0.990260173069698
2796,0.9896669483759674
2797,0.9992013338548115
2798,0.9896669483759674
2799,0.9908537533532945
2800,0.9992013338548115
2802,0.9906558537356227
2806,0.9906558537356227
2807,0.9996005871620982
2809,0.9900623920056583
2816,0.980811104203898
2817,0.9996005871620982
2820,0.9998002736357388
2822,0.9996005871620982
2823,0.990260173069698
2824,0.9998002736357388
2825,0.9898646504437112
2829,0.970482462775984
2831,0.9896669483759674
2832,0.9906558537356227
2836,0.9996005871620982
2838,0.9996005871620982
2843,0.9806152103680285
2844,0.970870240814102
2848,0.9804193556573224
2853,0.9996005871620982
2854,0.9900623920056583
2855,0.990457993643722
2856,0.9998002736357388
2863,0.999400940571111
2864,0.9898646504437112
2869,0.9802235400639656
2871,0.9992013338548115
2874,0.970482462775984
2875,0.990260173069698
2876,0.9894692857945387
2879,0.9900623920056583
2889,0.990260173069698
2890,0.999400940571111
2894,0.9896669483759674
2895,0.9900623920056583
2896,0.990260173069698
2903,0.9612221129475192
2906,0.9699010861060866
2908,0.9800277635801454
2920,0.9802235400639656
2922,0.990260173069698
2923,0.9997004254130889
2924,0.9996005871620982
2928,0.9898646504437112
2929,0.9802235400639656
2931,0.9992013338548115
2932,0.9992013338548115
2933,0.9996005871620982
2943,0.9900623920056583
2944,0.9900623920056583
2951,0.9900623920056583
2954,0.9810070371727473
2956,0.9796363279098713
2958,0.990457993643722
2959,0.9998002736357388
2966,0.9999001318310439
2968,0.9896669483759674
2971,0.9898646504437112
2972,0.9802235400639656
2976,0.9900623920056583
2977,0.989765794473557
2980,0.9900623920056583
2982,0.970482462775984
2984,0.9900623920056583
2985,0.9998002736357388
2989,0.9900623920056583
2991,0.9998002736357388
2994,0.9700948396213926
2997,0.9998002736357388
3008,0.9606462837775014
3012,0.9996005871620982
3013,0.9900623920056583
3016,0.9996005871620982
3018,0.989765794473557
3019,0.9802235400639656
3024,0.9900623920056583
3025,0.9900623920056583
3026,0.9998002736357388
3027,0.9512897552322708
3031,0.9802235400639656
3033,0.9903590784174687
3034,0.9800277635801454
3037,0.9806152103680285
3038,0.9900623920056583
3039,0.999400940571111
3040,0.9900623920056583
3041,0.9898646504437112
3043,0.999400940571111
3050,0.9998002736357388
3051,0.990260173069698
3052,0.9608381884955329
3054,0.9702886318421144
3059,0.9798320261980505
3065,0.9898646504437112
3067,0.9802235400639656
3069,0.9900623920056583
3074,0.999400940571111
3077,0.9898646504437112
3079,0.9804193556573224
3080,0.9900623920056583
3082,0.9608381884955329
3086,0.9998002736357388
3087,0.999400940571111
3090,0.9900623920056583
3091,0.9900623920056583
3093,0.9996005871620982
3095,0.9900623920056583
3098,0.9998002736357388
3102,0.9996005871620982
3103,0.9801256469338517
3104,0.9900623920056583
3106,0.9899635162874162
3109,0.9608381884955329
3113,0.9998002736357388
3115,0.9998002736357388
3117,0.9798320261980505
3120,0.9802235400639656
3124,0.990457993643722
3128,0.9998002736357388
3132,0.9998002736357388
3133,0.9800277635801454
3138,0.9998002736357388
3139,0.990260173069698
3141,0.9896669483759674
3144,0.9804193556573224
3147,0.9892716626915389
3151,0.999400940571111
3155,0.9804193556573224
